rescue_candidate	mapping_hit	sam_flag	hit_filter_result	candidate_structural_category	rescue_result	exclusion_reason	best_match_for_candidate	best_match_id
PB.111551.1	ENST00000447898.5	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000447898.5
PB.83095.1	ENST00000592107.5	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000592107.5
PB.83095.1	PB.83095.4	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000592107.5
PB.83095.1	PB.68183.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000592107.5
PB.83095.1	PB.60583.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000592107.5
PB.83095.1	ENST00000592918.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000592107.5
PB.83095.1	PB.52882.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000592107.5
PB.83095.2	PB.83095.4	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.83095.4
PB.83095.2	ENST00000592107.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.83095.4
PB.83095.2	PB.60583.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.83095.4
PB.83095.2	PB.52882.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.83095.4
PB.83095.2	PB.37825.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.83095.4
PB.83095.2	PB.68183.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.83095.4
PB.111553.1	PB.124737.1	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124737.1
PB.111553.1	ENST00000609932.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124737.1
PB.111553.1	ENST00000441006.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.124737.1
PB.111553.1	PB.130816.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.124737.1
PB.143796.1	PB.130816.1	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130816.1
PB.45356.1	ENST00000612619.1	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000612619.1
PB.45356.1	PB.150482.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000612619.1
PB.45356.1	ENST00000319363.11	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000612619.1
PB.143797.1	ENST00000319363.11	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.143797.1	ENST00000612619.1	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.143797.1	PB.150482.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000319363.11
PB.68184.2	ENST00000612619.1	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000612619.1
PB.68184.2	PB.150482.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000612619.1
PB.68184.2	ENST00000319363.11	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000612619.1
PB.130817.2	ENST00000319363.11	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.130817.2	ENST00000612619.1	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.130817.2	PB.150482.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000319363.11
PB.137291.1	ENST00000319363.11	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.137291.1	ENST00000612619.1	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.137291.1	PB.150482.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000319363.11
PB.157382.1	ENST00000319363.11	0	Isoform	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.157382.1	PB.150482.1	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000319363.11
PB.157382.1	ENST00000612619.1	256	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.157383.1	ENST00000319363.11	0	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000319363.11
PB.157383.1	ENST00000612619.1	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000319363.11
PB.60584.1	ENST00000612619.1	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000612619.1
PB.60584.1	ENST00000319363.11	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000612619.1
PB.30360.1	PB.22970.1	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.22970.1
PB.30360.1	PB.137292.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.22970.1
PB.30360.1	PB.37826.1	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.22970.1
PB.124739.1	PB.22970.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.22970.1
PB.124739.1	PB.45357.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.22970.1
PB.124739.1	PB.30360.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.22970.1
PB.124739.1	ENST00000336737.8	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.22970.1
PB.124739.1	ENST00000155674.9	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.22970.1
PB.124739.1	PB.60585.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.22970.1
PB.96070.1	PB.45357.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.96070.1	PB.45357.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.96070.1	ENST00000155674.9	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.45357.1
PB.96070.1	PB.60585.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.96070.1	ENST00000336737.8	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.45357.1
PB.96070.1	PB.30360.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.118864.1	NA	4	NA	incomplete-splice_match	not_rescued	artifact_by_rules	unknown	unknown
PB.45357.3	PB.45357.1	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.45357.3	PB.30360.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.45357.3	ENST00000336737.8	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	PB.45357.1
PB.45357.3	PB.45357.4	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.45357.3	PB.45357.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	PB.45357.1
PB.45357.3	ENST00000155674.9	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	PB.45357.1
PB.83097.1	PB.45357.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.45357.1
PB.83097.1	PB.22970.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.45357.1
PB.83097.1	PB.37826.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.45357.1
PB.83097.1	PB.137292.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.45357.1
PB.83097.1	PB.30360.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.45357.1
PB.83097.1	PB.60585.3	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	long_read_transcript	PB.45357.1
PB.68185.3	ENST00000336737.8	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000336737.8
PB.68185.3	ENST00000155674.9	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000336737.8
PB.68185.3	PB.37826.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000336737.8
PB.68185.3	PB.30360.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000336737.8
PB.68185.3	PB.22970.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000336737.8
PB.68185.3	PB.45357.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000336737.8
PB.118865.1	PB.88756.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88756.1
PB.118865.1	ENST00000610390.4	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.88756.1
PB.118865.1	ENST00000330232.8	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.88756.1
PB.118865.1	PB.130818.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.88756.1
PB.118865.1	ENST00000399837.8	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.88756.1
PB.118865.1	ENST00000399839.5	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.88756.1
PB.118866.1	ENST00000253413.10	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000253413.10
PB.118866.1	ENST00000399796.6	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000253413.10
PB.103687.1	ENST00000253413.10	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000253413.10
PB.103687.1	ENST00000399796.6	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000253413.10
PB.96071.1	ENST00000253413.10	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000253413.10
PB.96071.1	ENST00000399796.6	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000253413.10
PB.75667.1	ENST00000253413.10	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000253413.10
PB.75667.1	ENST00000399796.6	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000253413.10
PB.75667.1	PB.83098.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000253413.10
PB.75667.1	ENST00000399798.6	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000253413.10
PB.137294.1	ENST00000618481.4	0	Isoform	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000618481.4
PB.137294.1	ENST00000418951.6	256	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000618481.4
PB.137294.1	PB.130819.4	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000618481.4
PB.137294.1	PB.130819.3	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000618481.4
PB.137294.1	PB.130819.6	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000618481.4
PB.137294.1	ENST00000317582.10	256	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000618481.4
PB.22971.2	ENST00000493680.5	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000493680.5
PB.143799.1	ENST00000611738.4	0	Isoform	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000611738.4
PB.143799.1	ENST00000618481.4	256	Isoform	novel_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000611738.4
PB.143799.1	PB.137294.4	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000611738.4
PB.143799.1	PB.130819.4	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000611738.4
PB.143799.1	ENST00000418951.6	256	Isoform	novel_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000611738.4
PB.143799.1	PB.130819.6	256	Isoform	novel_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000611738.4
PB.103688.1	ENST00000618481.4	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000618481.4
PB.103688.1	PB.96072.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000618481.4
PB.103688.1	ENST00000493680.5	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000618481.4
PB.103688.1	PB.130819.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000618481.4
PB.103688.1	PB.130819.6	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000618481.4
PB.103688.1	ENST00000317582.10	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000618481.4
PB.75668.1	PB.96072.1	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.96072.1
PB.75668.1	PB.137294.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.96072.1
PB.75668.1	PB.130819.4	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.96072.1
PB.75668.1	ENST00000418951.6	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.96072.1
PB.75668.1	PB.130819.6	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.96072.1
PB.75668.1	ENST00000317582.10	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.96072.1
PB.68187.1	PB.130819.2	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130819.2
PB.68187.1	PB.130819.3	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130819.2
PB.30361.1	PB.130819.3	0	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130819.3
PB.30361.1	PB.137294.3	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130819.3
PB.30361.1	PB.130819.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	long_read_transcript	PB.130819.3
PB.137294.6	ENST00000317582.10	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317582.10
PB.137294.6	PB.130819.6	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000317582.10
PB.137294.6	ENST00000618481.4	256	Isoform	novel_not_in_catalog	rescued_mapping	NA	reference_transcript	ENST00000317582.10
PB.137294.6	ENST00000418951.6	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317582.10
PB.137294.6	PB.130819.4	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000317582.10
PB.137294.6	PB.130819.2	256	Isoform	novel_not_in_catalog	not_rescued	long_read_transcript	reference_transcript	ENST00000317582.10
PB.45359.1	ENST00000493680.5	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000493680.5
PB.22972.1	PB.130819.4	0	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.130819.4
PB.22972.1	ENST00000355028.4	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	PB.130819.4
PB.22972.1	PB.157385.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	PB.130819.4
PB.22972.1	ENST00000611738.4	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.130819.4
PB.22972.1	ENST00000616863.4	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.130819.4
PB.22972.1	ENST00000538149.5	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	PB.130819.4
PB.111558.1	ENST00000622694.5	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000622694.5
PB.111558.1	ENST00000317361.11	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000622694.5
PB.111558.1	ENST00000614949.4	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000622694.5
PB.111558.1	ENST00000399765.5	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000622694.5
PB.45360.1	ENST00000317361.11	0	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317361.11
PB.45360.1	ENST00000614949.4	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317361.11
PB.45360.1	ENST00000622694.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317361.11
PB.45360.1	ENST00000399765.5	256	Isoform	novel_not_in_catalog	not_rescued	reference_already_present	reference_transcript	ENST00000317361.11
PB.111559.1	ENST00000399767.6	0	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000399767.6
PB.111559.1	PB.75669.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000399767.6
PB.111559.1	PB.83099.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000399767.6
PB.111559.1	PB.103689.2	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000399767.6
PB.111559.1	ENST00000399765.5	256	Isoform	incomplete-splice_match	not_rescued	reference_already_present	reference_transcript	ENST00000399767.6
PB.111559.1	PB.96073.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000399767.6
PB.130821.2	ENST00000476405.1	0	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000476405.1
PB.130821.2	ENST00000441493.7	256	Isoform	incomplete-splice_match	rescued_mapping	NA	reference_transcript	ENST00000476405.1
PB.130821.2	PB.8635.1	256	Isoform	incomplete-splice_match	not_rescued	long_read_transcript	reference_transcript	ENST00000476405.1
