target_id	length	eff_length	est_counts	tpm
transcript894	1338	1052.26	149.351	1225.14
transcript896	2600	2314.26	8	29.8386
transcript898	5238	4952.26	461.057	803.622
transcript902	1962	1676.26	38	195.678
transcript908	5329	5043.26	98	167.732
transcript912	5856	5570.26	117.521	182.113
transcript919	1882	1596.26	48.4701	262.103
transcript926	1828	1542.26	37.9964	212.66
transcript917	1963	1677.26	20.8423	107.262
transcript922	1909	1623.26	58.8162	312.759
transcript924	2757	2471.26	2.52885	8.83294
transcript929	1646	1360.26	13.908	88.2561
transcript935	3319	3033.26	42.9454	122.21
transcript937	3365	3079.26	0	0
transcript939	3831	3545.26	86.0546	209.521
transcript943	3747	3461.26	0	0
transcript947	4002	3716.26	57	132.394
transcript951	7550	7264.26	42	49.9067
transcript954	3747	3461.26	466	1162.12
transcript957	1911	1625.26	39	207.13
transcript972	4179	3893.26	0	0
transcript974	3539	3253.26	0	0
transcript964	4141	3855.26	98.8733	221.374
transcript960	2783	2497.26	60.7658	210.037
transcript966	2824	2538.26	70.4445	239.559
transcript962	4000	3714.26	78.8944	183.347
transcript968	5298	5012.26	4.10368	7.06709
transcript970	2971	2685.26	61.077	196.332
transcript976	5360	5074.26	1055.84	1796.09
transcript978	1868	1582.26	75	409.152
transcript982	1865	1579.26	40	218.629
transcript984	925	639.275	73	985.682
transcript990	6023	5737.26	144	216.65
transcript994	3615	3329.26	4.05707	10.5188
transcript996	3452	3166.26	39.9429	108.892
transcript998	2522	2236.26	15	57.8988
transcript1000	3602	3316.26	66	171.789
transcript1006	3411	3125.26	41.8786	115.666
transcript1012	6420	6134.26	176.486	248.341
transcript1014	5491	5205.26	86.9616	144.207
transcript1016	5087	4801.26	21.0384	37.8233
transcript1034	3261	2975.26	57.5248	166.89
transcript1022	3586	3300.26	1.58427e-05	4.14364e-05
transcript1032	3437	3151.26	0	0
transcript1029	3573	3287.26	24.9108	65.4117
transcript1020	3751	3465.26	10.0141	24.9447
transcript1025	3685	3399.26	20.0149	50.824
transcript1027	3532	3246.26	39.8017	105.832
transcript1039	2563	2277.26	0	0
transcript1041	2514	2228.26	180	697.281
transcript1046	3691	3405.26	145.991	370.064
transcript1048	3656	3370.26	289.009	740.2
transcript1058	3646	3360.26	36.3053	93.2605
transcript1056	2813	2527.26	75.5524	258.047
transcript1060	2871	2585.26	89.1423	297.633
transcript1068	2778	2492.26	181.884	629.946
transcript1064	2722	2436.26	93.1156	329.913
transcript1083	2727	2441.26	9	31.8221
transcript1087	1775	1489.26	72	417.314
transcript1089	1487	1201.26	40	287.424
transcript1094	2971	2685.26	713	2291.94
transcript1096	3699	3413.26	34	85.9826
transcript1098	3947	3661.26	0	0
transcript1100	2000	1714.26	73.9955	372.589
transcript1103	2285	1999.26	6	25.905
transcript1105	3296	3010.26	4	11.4698
transcript1107	2109	1823.26	11	52.0769
transcript1113	5295	5009.26	230.868	397.824
transcript1124	5449	5163.26	399.132	667.258
transcript1130	3132	2846.26	719	2180.5
transcript1137	1167	881.262	42	411.382
transcript1142	6423	6137.26	28.499	40.0826
transcript1144	6335	6049.26	47.501	67.78
transcript1147	2732	2446.26	9	31.7571
transcript1149	6168	5882.26	290	425.554
transcript1157	3717	3431.26	10.3182	25.9569
transcript1152	7195	6909.26	49.9054	62.3472
transcript1155	4170	3884.26	26.7764	59.5038
transcript1165	3995	3709.26	23.1131	53.7862
transcript1160	4080	3794.26	1.88694	4.29272
transcript1163	4116	3830.26	304.304	685.772
transcript1170	3152	2866.26	45	135.518
transcript1175	5121	4835.26	0.00982243	0.0175348
transcript1172	5223	4937.26	30.2138	52.8227
transcript1177	5167	4881.26	181.776	321.445
transcript1184	3592	3306.26	275.058	718.106
transcript1186	3437	3151.26	42.9419	117.624
transcript1190	1402	1116.26	30	231.983
transcript1194	606	320.374	33.7076	908.18
transcript1196	2485	2199.26	23.2924	91.4195
transcript1199	3376	3090.26	119.187	332.917
transcript1203	3964	3678.26	24	56.3209
transcript1205	2364	2078.26	21	87.2208
transcript1223	2766	2480.26	17	59.1633
transcript1227	3898	3612.26	0	0
transcript1229	4199	3913.26	24	52.9387
transcript1231	3808	3522.26	13	31.8583
transcript1234	6810	6524.26	35.0187	46.3309
transcript1236	1966	1680.26	11.9813	61.5498
transcript1239	1749	1463.26	30	176.97
transcript1242	6217	5931.26	27.4293	39.918
transcript1244	6139	5853.26	759.571	1120.14
transcript1246	4112	3826.26	2	4.51187
transcript1248	1279	993.262	4	34.7614
transcript1250	4823	4537.26	12	22.8291
transcript1256	3301	3015.26	1089.89	3120.04
transcript1269	1880	1594.26	40.7036	220.381
transcript1273	1832	1546.26	51.2964	286.355
transcript1263	3819	3533.26	25	61.0753
transcript1281	2413	2127.26	856.972	3477.34
transcript1283	2672	2386.26	3.02826	10.9541
transcript1285	1799	1513.26	24	136.898
transcript1294	3118	2832.26	26	79.2394
transcript1303	4888	4602.26	31.9319	59.8901
transcript1301	3064	2778.26	258.068	801.793
transcript1306	2755	2469.26	28	97.8796
transcript1310	2027	1741.26	269	1333.49
transcript1312	4860	4574.26	12	22.6444
transcript1314	2941	2655.26	176	572.146
transcript1316	1225	939.262	64	588.159
transcript1320	8032	7746.26	388.636	433.063
transcript1330	927	641.275	80.9192	1089.2
transcript1326	1808	1522.26	110.081	624.2
transcript1343	2827	2541.26	21.3551	72.5361
transcript1341	2708	2422.26	67.4116	240.223
transcript1334	3204	2918.26	51.2548	151.604
transcript1338	3402	3116.26	9.9921	27.6773
transcript1336	3135	2849.26	253.986	769.448
transcript1347	3514	3228.26	522	1395.74
transcript1358	875	589.275	69	1010.72
transcript1360	5040	4754.26	158	286.863
transcript1362	4821	4535.26	365	694.691
transcript1364	2459	2173.26	132.005	524.299
transcript1366	736	450.284	3504	67170.5
transcript1368	6183	5897.26	67	98.0676
transcript1371	1863	1577.26	5	27.3632
transcript1377	4229	3943.26	37.5316	82.1567
transcript1379	4357	4071.26	17.4684	37.036
transcript1381	1267	981.262	247	2172.77
transcript1383	3601	3315.26	44.4881	115.832
transcript1387	2761	2475.26	34	118.566
transcript1391	2977	2691.26	55.9203	179.356
transcript1396	6243	5957.26	17.3592	25.1527
transcript1394	2277	1991.26	23.8893	103.556
transcript1400	2765	2479.26	5.7515	20.0244
transcript1402	2346	2060.26	34	142.448
transcript1405	844	558.275	58	896.771
transcript1407	909	623.275	185	2562.08
transcript1412	2557	2271.26	89.1132	338.67
transcript1410	5044	4758.26	156.887	284.603
transcript1415	2247	1961.26	5	22.0057
transcript1417	3775	3489.26	30	74.2145
transcript1424	3514	3228.26	39	104.279
transcript1426	6405	6119.26	49	69.1191
transcript1436	1792	1506.26	15	85.9591
transcript1431	2997	2711.26	14	44.5716
transcript1440	918	632.275	80	1092.16
transcript1447	1097	811.262	170	1808.79
transcript1449	2265	1979.26	22	95.9446
transcript1451	3784	3498.26	212	523.1
transcript1457	1828	1542.26	7.97527	44.6364
transcript1454	4511	4225.26	44.0247	89.9382
transcript1462	907	621.275	246	3417.85
transcript1473	3928	3642.26	107.477	254.71
transcript1475	4040	3754.26	0	0
transcript1480	3880	3594.26	92.5566	222.279
transcript1468	3851	3565.26	1.4286e-05	3.45875e-05
transcript1477	3803	3517.26	1.98206e-07	4.86422e-07
transcript1482	2167	1881.26	60.6205	278.145
transcript1486	1737	1451.26	205.563	1222.65
transcript1490	1661	1375.26	29.4368	184.759
transcript1496	3729	3443.26	45.7803	114.765
transcript1494	3978	3692.26	46.2197	108.053
transcript1499	5202	4916.26	28.2765	49.6469
transcript1501	5282	4996.26	78.7235	136.007
transcript1504	6263	5977.26	1.0139	1.46418
transcript1506	2563	2277.26	0	0
transcript1508	2188	1902.26	32	145.205
transcript1514	399	118.006	1855	135688
transcript1520	1551	1265.26	107	729.969
transcript1522	1120	834.262	183	1893.43
transcript1524	3724	3438.26	10	25.1051
transcript1536	2533	2247.26	0	0
transcript1538	2389	2103.26	86.0751	353.252
transcript1530	2499	2213.26	123.925	483.312
transcript1545	4272	3986.26	15.2244	32.9668
transcript1547	4298	4012.26	0.0273155	0.0587654
transcript1555	4129	3843.26	61.6403	138.441
transcript1549	4177	3891.26	35.4456	78.6273
transcript1551	4040	3754.26	125.827	289.301
transcript1543	4186	3900.26	32.8357	72.6697
transcript1558	2352	2066.26	0	0
transcript1560	2399	2113.26	162	661.703
transcript1564	2176	1890.26	0	0
transcript1567	2156	1870.26	85	392.3
transcript1571	4183	3897.26	55	121.816
transcript1577	2286	2000.26	60.8318	262.51
transcript1589	2520	2234.26	120.813	466.747
transcript1591	2252	1966.26	53.3549	234.226
transcript1581	4110	3824.26	70.4754	159.071
transcript1583	4422	4136.26	39.9423	83.354
transcript1585	4114	3828.26	34.5823	77.9746
transcript1594	5921	5635.26	187	286.437
transcript1598	2509	2223.26	85.3411	331.336
transcript1600	2869	2583.26	194.561	650.112
transcript1602	2583	2297.26	15.0982	56.7305
transcript1611	3682	3396.26	30.8467	78.3987
transcript1606	3866	3580.26	48.7296	117.484
transcript1613	3576	3290.26	131.424	344.782
transcript1618	4415	4129.26	102	213.221
transcript1623	3386	3100.26	0	0
transcript1625	967	681.275	13	164.711
transcript1629	2197	1911.26	182.004	821.98
transcript1631	2086	1800.26	44.9964	215.746
transcript1635	2351	2065.26	28	117.026
transcript1640	3583	3297.26	35	91.6254
transcript1645	3435	3149.26	53	145.267
transcript1648	3758	3472.26	22	54.6904
transcript1655	5491	5205.26	23.1435	38.3784
transcript1651	6144	5858.26	44.8565	66.0934
transcript1658	5588	5302.26	25	40.6987
transcript1661	3799	3513.26	35	85.9921
transcript1667	3641	3355.26	26	66.888
transcript1672	2782	2496.26	27.0268	93.4556
transcript1674	2915	2629.26	71	233.091
transcript1679	1609	1323.26	16.9815	110.772
transcript1677	1708	1422.26	32.0185	194.323
transcript1688	5641	5355.26	48.2254	77.7314
transcript1686	5938	5652.26	217.775	332.572
transcript1691	2925	2639.26	0	0
transcript1693	2387	2101.26	108	443.654
transcript1698	2307	2021.26	0	0
transcript1703	1476	1190.26	1242	9007
transcript1707	2600	2314.26	19	70.8667
transcript1710	4032	3746.26	11	25.3452
