isoform	structural_category	filter_reason
PB.3841.15	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.3841.16	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.3841.21	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.3841.24	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.3846.1	novel_in_catalog	diff_to_gene_TSS: -19132.0 < -50; diff_to_gene_TTS: -1227.0 < -50
PB.3848.1	novel_in_catalog	diff_to_gene_TTS: -2269.0 < -50
PB.3851.1	incomplete-splice_match	FSM_class: C; subcategory: intron_retention
PB.3853.1	full-splice_match	perc_A_downstream_TTS: 85.0 > 59
PB.3853.2	novel_in_catalog	diff_to_gene_TTS: 403.0 > 50
PB.3854.1	novel_not_in_catalog	all_canonical: non_canonical
PB.3855.1	genic	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.3856.1	novel_not_in_catalog	perc_A_downstream_TTS: 80.0 > 59; all_canonical: non_canonical
PB.3857.1	full-splice_match	diff_to_gene_TSS: -21.0 < 0
PB.3858.1	full-splice_match	diff_to_gene_TSS: -50.0 < 0
PB.3861.1	incomplete-splice_match	FSM_class: C; subcategory: intron_retention
PB.3863.4	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.3863.5	full-splice_match	diff_to_gene_TSS: -17.0 < 0
PB.3865.3	novel_not_in_catalog	perc_A_downstream_TTS: 75.0 > 59
PB.3870.1	novel_not_in_catalog	perc_A_downstream_TTS: 90.0 > 59; all_canonical: non_canonical; RTS_stage: True
PB.3871.1	incomplete-splice_match	FSM_class: C; subcategory: intron_retention
PB.3872.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.3872.2	novel_in_catalog	diff_to_gene_TTS: -10828.0 < -50
PB.3872.3	novel_not_in_catalog	RTS_stage: True
PB.3873.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.3873.3	full-splice_match	diff_to_gene_TSS: -2765.0 < 0
PB.3878.1	incomplete-splice_match	subcategory: 3prime_fragment
PB.8633.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.8637.1	full-splice_match	diff_to_gene_TSS: -1016.0 < 0; perc_A_downstream_TTS: 65.0 > 59
PB.8639.2	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.8639.5	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.8639.7	novel_not_in_catalog	RTS_stage: True
PB.8639.8	novel_in_catalog	all_canonical: non_canonical
PB.8640.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.8641.1	novel_not_in_catalog	RTS_stage: True
PB.8645.1	novel_in_catalog	diff_to_gene_TTS: -8652.0 < -50; all_canonical: nan
PB.8646.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8646.2	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.8649.3	incomplete-splice_match	FSM_class: C; subcategory: intron_retention
PB.8649.6	novel_not_in_catalog	perc_A_downstream_TTS: 60.0 > 59
PB.8654.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8655.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8655.3	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.8656.1	novel_not_in_catalog	RTS_stage: True
PB.8656.2	novel_not_in_catalog	RTS_stage: True
PB.8657.1	genic	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.8658.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8661.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.8661.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8661.4	genic_intron	coding: non_coding; perc_A_downstream_TTS: 80.0 > 59; exons: 1 < 2; all_canonical: nan
PB.8662.4	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8666.1	full-splice_match	perc_A_downstream_TTS: 100.0 > 59
PB.8666.2	novel_in_catalog	diff_to_gene_TTS: 947.0 > 50
PB.8667.1	full-splice_match	diff_to_gene_TSS: -3088.0 < 0
PB.8668.1	novel_in_catalog	diff_to_gene_TTS: -56393.0 < -50
PB.8669.1	incomplete-splice_match	subcategory: 3prime_fragment
PB.8672.1	fusion	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59
PB.8681.2	novel_not_in_catalog	coding: non_coding
PB.8687.2	novel_not_in_catalog	all_canonical: non_canonical
PB.8688.6	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8689.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.8689.2	novel_not_in_catalog	RTS_stage: True
PB.8689.3	full-splice_match	perc_A_downstream_TTS: 90.0 > 59
PB.8691.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.8695.1	novel_in_catalog	diff_to_gene_TSS: 207.0 > 50
PB.8698.1	novel_not_in_catalog	RTS_stage: True
PB.8699.1	novel_not_in_catalog	all_canonical: non_canonical
PB.8702.1	full-splice_match	diff_to_gene_TSS: -4.0 < 0
PB.8705.1	novel_in_catalog	diff_to_gene_TSS: -87576.0 < -50; diff_to_gene_TTS: 403.0 > 50
PB.8706.1	novel_not_in_catalog	perc_A_downstream_TTS: 95.0 > 59; all_canonical: non_canonical
PB.8707.3	full-splice_match	perc_A_downstream_TTS: 75.0 > 59
PB.8707.4	full-splice_match	perc_A_downstream_TTS: 75.0 > 59; diff_to_gene_TSS: -1.0 < 0
PB.8708.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8715.2	full-splice_match	diff_to_gene_TSS: -7.0 < 0
PB.8715.3	incomplete-splice_match	FSM_class: C; subcategory: intron_retention
PB.8715.5	novel_in_catalog	diff_to_gene_TTS: -936.0 < -50
PB.8715.6	novel_in_catalog	diff_to_gene_TTS: -936.0 < -50
PB.8715.8	novel_in_catalog	diff_to_gene_TSS: -33790.0 < -50
PB.8716.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8721.2	novel_not_in_catalog	perc_A_downstream_TTS: 100.0 > 59
PB.8723.1	novel_in_catalog	diff_to_gene_TTS: -9142.0 < -50
PB.8724.1	novel_not_in_catalog	perc_A_downstream_TTS: 85.0 > 59; RTS_stage: True
PB.8724.2	novel_not_in_catalog	RTS_stage: True
PB.8724.3	novel_not_in_catalog	RTS_stage: True
PB.8724.4	novel_not_in_catalog	RTS_stage: True
PB.8724.5	novel_not_in_catalog	RTS_stage: True
PB.8725.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8726.1	novel_not_in_catalog	RTS_stage: True
PB.8726.2	novel_not_in_catalog	RTS_stage: True
PB.8726.3	full-splice_match	diff_to_gene_TSS: 174.0 > 50
PB.8726.4	novel_not_in_catalog	RTS_stage: True
PB.8728.1	genic_intron	perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.8729.2	full-splice_match	diff_to_gene_TSS: -833.0 < 0
PB.8732.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8732.3	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.8734.1	incomplete-splice_match	subcategory: 3prime_fragment
PB.8736.1	novel_not_in_catalog	all_canonical: non_canonical
PB.15672.2	novel_in_catalog	all_canonical: non_canonical
PB.15679.1	novel_not_in_catalog	all_canonical: non_canonical
PB.15680.1	full-splice_match	diff_to_gene_TSS: -416.0 < 0
PB.15683.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15684.9	novel_in_catalog	diff_to_gene_TSS: -896.0 < -50
PB.15686.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15687.1	novel_in_catalog	diff_to_gene_TSS: 56.0 > 50
PB.15689.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15694.1	novel_in_catalog	diff_to_gene_TTS: -353.0 < -50; diff_to_gene_TSS: 70.0 > 50; all_canonical: nan
PB.15696.1	novel_in_catalog	diff_to_gene_TSS: -117.0 < -50
PB.15697.1	novel_not_in_catalog	all_canonical: non_canonical
PB.15702.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15703.1	full-splice_match	diff_to_gene_TSS: -104.0 < 0
PB.15703.3	full-splice_match	diff_to_gene_TSS: -7.0 < 0
PB.15704.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15706.1	full-splice_match	perc_A_downstream_TTS: 95.0 > 59; diff_to_gene_TSS: 107.0 > 50
PB.15708.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15715.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15718.1	novel_not_in_catalog	perc_A_downstream_TTS: 100.0 > 59; all_canonical: non_canonical
PB.15718.2	genic_intron	coding: non_coding; all_canonical: nan; exons: 1 < 2; perc_A_downstream_TTS: 65.0 > 59
PB.15722.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; all_canonical: nan
PB.15725.1	novel_not_in_catalog	all_canonical: non_canonical
PB.15728.1	novel_in_catalog	diff_to_gene_TTS: 248.0 > 50
PB.15728.2	novel_in_catalog	diff_to_gene_TTS: 198.0 > 50
PB.15728.4	novel_in_catalog	diff_to_gene_TTS: 250.0 > 50
PB.15730.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15737.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15740.1	novel_not_in_catalog	all_canonical: non_canonical
PB.15743.1	genic_intron	perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.15744.1	novel_not_in_catalog	coding: non_coding
PB.15747.3	novel_not_in_catalog	perc_A_downstream_TTS: 70.0 > 59; all_canonical: non_canonical; RTS_stage: True
PB.15747.4	novel_not_in_catalog	perc_A_downstream_TTS: 70.0 > 59
PB.15747.5	novel_not_in_catalog	perc_A_downstream_TTS: 70.0 > 59
PB.15750.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.15751.1	novel_not_in_catalog	RTS_stage: True
PB.15751.4	novel_not_in_catalog	RTS_stage: True
PB.15754.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.15755.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.15760.1	novel_in_catalog	diff_to_gene_TSS: -192.0 < -50; diff_to_gene_TTS: -13345.0 < -50
PB.15765.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15767.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.15767.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15768.3	novel_not_in_catalog	perc_A_downstream_TTS: 90.0 > 59; RTS_stage: True
PB.15770.1	novel_not_in_catalog	perc_A_downstream_TTS: 85.0 > 59; all_canonical: non_canonical; RTS_stage: True
PB.15772.2	full-splice_match	diff_to_gene_TSS: -62.0 < 0
PB.15774.3	novel_not_in_catalog	perc_A_downstream_TTS: 100.0 > 59
PB.15775.1	novel_not_in_catalog	perc_A_downstream_TTS: 85.0 > 59
PB.15780.1	novel_not_in_catalog	all_canonical: non_canonical
PB.15784.1	novel_in_catalog	diff_to_gene_TTS: -471.0 < -50
PB.15785.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15787.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15791.1	novel_in_catalog	diff_to_gene_TTS: -5259.0 < -50
PB.15792.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15793.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.15796.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.15798.2	novel_not_in_catalog	all_canonical: non_canonical
PB.15802.1	genic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.15804.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15805.1	novel_not_in_catalog	coding: non_coding
PB.15806.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15808.1	novel_not_in_catalog	all_canonical: non_canonical
PB.15808.2	novel_in_catalog	diff_to_gene_TTS: -9194.0 < -50; all_canonical: nan
PB.15810.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15814.2	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.15814.3	novel_not_in_catalog	perc_A_downstream_TTS: 85.0 > 59
PB.15815.1	antisense	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.15816.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15817.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.15818.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15822.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.15822.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15824.1	novel_not_in_catalog	coding: non_coding
PB.15826.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 80.0 > 59; exons: 1 < 2; all_canonical: nan
PB.15829.2	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.15832.1	novel_not_in_catalog	RTS_stage: True
PB.15832.3	novel_not_in_catalog	RTS_stage: True
PB.15832.5	novel_not_in_catalog	RTS_stage: True
PB.15832.6	novel_not_in_catalog	RTS_stage: True
PB.15833.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15834.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.15835.1	incomplete-splice_match	subcategory: 3prime_fragment
PB.15836.1	novel_in_catalog	diff_to_gene_TSS: -1266.0 < -50
PB.15836.2	novel_not_in_catalog	all_canonical: non_canonical
PB.15837.1	novel_not_in_catalog	RTS_stage: True
PB.15839.1	novel_not_in_catalog	all_canonical: non_canonical
PB.22967.1	fusion	coding: non_coding
PB.22971.2	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.22972.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; all_canonical: nan
PB.22974.1	full-splice_match	perc_A_downstream_TTS: 85.0 > 59
PB.22978.1	novel_in_catalog	diff_to_gene_TTS: -2252.0 < -50
PB.22978.2	full-splice_match	diff_to_gene_TSS: -5.0 < 0
PB.22978.3	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.22986.2	novel_not_in_catalog	all_canonical: non_canonical
PB.22986.3	full-splice_match	diff_to_gene_TSS: -6.0 < 0
PB.22988.1	novel_in_catalog	diff_to_gene_TSS: -8059.0 < -50
PB.22989.4	novel_not_in_catalog	RTS_stage: True
PB.22990.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.22991.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.22994.1	antisense	coding: non_coding
PB.22995.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.22996.1	novel_not_in_catalog	all_canonical: non_canonical
PB.22996.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.22997.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.22998.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.23001.2	novel_in_catalog	diff_to_gene_TSS: -13677.0 < -50
PB.23004.1	novel_in_catalog	diff_to_gene_TSS: -769.0 < -50
PB.23004.2	novel_not_in_catalog	perc_A_downstream_TTS: 75.0 > 59
PB.23007.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23008.1	intergenic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.23010.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23012.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23012.2	novel_not_in_catalog	all_canonical: non_canonical
PB.23013.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 80.0 > 59; exons: 1 < 2; all_canonical: nan
PB.23015.1	novel_in_catalog	all_canonical: nan
PB.23016.1	novel_not_in_catalog	RTS_stage: True
PB.23017.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23022.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23023.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23024.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.23026.1	genic	perc_A_downstream_TTS: 85.0 > 59; exons: 1 < 2; all_canonical: nan
PB.23027.1	incomplete-splice_match	subcategory: 3prime_fragment
PB.23030.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23035.3	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23036.2	full-splice_match	diff_to_gene_TSS: -14.0 < 0
PB.23038.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23039.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23040.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23043.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23044.1	full-splice_match	diff_to_gene_TSS: -23.0 < 0
PB.23045.2	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.23047.1	novel_in_catalog	diff_to_gene_TSS: -197.0 < -50
PB.23047.2	novel_in_catalog	diff_to_gene_TSS: -216.0 < -50
PB.23049.1	novel_not_in_catalog	all_canonical: non_canonical
PB.23049.3	full-splice_match	diff_to_gene_TSS: 93.0 > 50
PB.23051.1	incomplete-splice_match	subcategory: 3prime_fragment
PB.23052.1	novel_in_catalog	diff_to_gene_TTS: -8643.0 < -50
PB.23052.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23053.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23054.1	full-splice_match	diff_to_gene_TSS: -131.0 < 0
PB.23058.1	novel_not_in_catalog	all_canonical: non_canonical
PB.23058.4	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23058.5	genic	coding: non_coding; perc_A_downstream_TTS: 75.0 > 59; exons: 1 < 2; all_canonical: nan
PB.23058.6	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.23061.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23064.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23065.1	full-splice_match	diff_to_gene_TSS: -4.0 < 0
PB.23067.1	novel_not_in_catalog	all_canonical: non_canonical; RTS_stage: True
PB.23068.2	genic	all_canonical: non_canonical
PB.23072.2	novel_not_in_catalog	all_canonical: non_canonical
PB.23074.1	genic_intron	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 90.0 > 59; all_canonical: nan
PB.23075.1	full-splice_match	diff_to_gene_TSS: -1.0 < 0
PB.23078.2	novel_in_catalog	diff_to_gene_TSS: -208.0 < -50; diff_to_gene_TTS: -1227.0 < -50
PB.23082.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23089.1	novel_not_in_catalog	all_canonical: non_canonical
PB.23095.1	incomplete-splice_match	FSM_class: C; subcategory: intron_retention
PB.23095.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23096.1	novel_not_in_catalog	coding: non_coding
PB.23097.4	full-splice_match	diff_to_gene_TSS: -7.0 < 0
PB.23098.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; all_canonical: nan
PB.23100.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23101.1	full-splice_match	diff_to_gene_TSS: -158.0 < 0
PB.23103.1	novel_not_in_catalog	all_canonical: non_canonical
PB.23108.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23109.1	full-splice_match	perc_A_downstream_TTS: 65.0 > 59
PB.23111.1	full-splice_match	diff_to_gene_TSS: -891.0 < 0; perc_A_downstream_TTS: 100.0 > 59
PB.23113.1	genic	coding: non_coding; exons: 1 < 2; perc_A_downstream_TTS: 100.0 > 59; all_canonical: nan
PB.23116.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23117.1	novel_not_in_catalog	perc_A_downstream_TTS: 95.0 > 59; RTS_stage: True
PB.23118.1	full-splice_match	diff_to_gene_TSS: -13.0 < 0
PB.23121.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23122.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23123.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23125.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.23126.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23128.2	incomplete-splice_match	FSM_class: C; subcategory: intron_retention
PB.23130.1	novel_not_in_catalog	RTS_stage: True
PB.23130.2	novel_not_in_catalog	RTS_stage: True
PB.23131.1	incomplete-splice_match	subcategory: internal_fragment
PB.23132.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23134.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.23135.1	incomplete-splice_match	subcategory: 3prime_fragment
PB.23138.3	novel_not_in_catalog	RTS_stage: True
PB.23139.1	novel_in_catalog	diff_to_gene_TTS: -2205.0 < -50; all_canonical: nan
PB.23141.1	genic	exons: 1 < 2; perc_A_downstream_TTS: 70.0 > 59; all_canonical: nan
PB.23142.1	genic	all_canonical: nan; exons: 1 < 2; perc_A_downstream_TTS: 65.0 > 59
PB.30357.1	novel_not_in_catalog	coding: non_coding; RTS_stage: True
PB.30357.2	novel_in_catalog	diff_to_gene_TTS: -234.0 < -50
PB.30360.1	novel_not_in_catalog	all_canonical: non_canonical
PB.30360.2	full-splice_match	diff_to_gene_TSS: -3.0 < 0
PB.30361.1	novel_not_in_catalog	coding: non_coding
PB.30368.1	novel_in_catalog	diff_to_gene_TTS: -27245.0 < -50
PB.30370.1	novel_in_catalog	diff_to_gene_TSS: -76.0 < -50
PB.30371.1	incomplete-splice_match	subcategory: 3prime_fragment; length: 1984 < 2001
PB.30372.1	incomplete-splice_match	length: 1908 < 2001; FSM_class: C; subcategory: 5prime_fragment
PB.30372.2	novel_in_catalog	diff_to_gene_TTS: -4807.0 < -50; all_canonical: nan
PB.30373.1	full-splice_match	perc_A_downstream_TTS: 75.0 > 59; diff_to_gene_TSS: -23.0 < 0
PB.30374.8	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.30375.1	novel_not_in_catalog	all_canonical: non_canonical
PB.30375.3	full-splice_match	diff_to_gene_TSS: -266.0 < 0
PB.30378.6	full-splice_match	diff_to_gene_TSS: -1.0 < 0
PB.30378.7	novel_not_in_catalog	all_canonical: non_canonical
PB.30385.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.30386.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.30390.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.30397.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 95.0 > 59; exons: 1 < 2; all_canonical: nan
PB.30401.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; all_canonical: nan
PB.30402.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.30403.2	novel_in_catalog	diff_to_gene_TSS: -80.0 < -50
PB.30413.1	novel_not_in_catalog	coding: non_coding
PB.30413.2	incomplete-splice_match	subcategory: 3prime_fragment
PB.30417.1	full-splice_match	diff_to_gene_TSS: -15.0 < 0
PB.30418.2	novel_not_in_catalog	all_canonical: non_canonical
PB.30418.6	novel_in_catalog	diff_to_gene_TSS: -4089.0 < -50
PB.30420.1	novel_not_in_catalog	all_canonical: non_canonical
PB.30421.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.30423.1	incomplete-splice_match	FSM_class: C; subcategory: 5prime_fragment
PB.30425.1	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.30426.1	genic_intron	coding: non_coding; perc_A_downstream_TTS: 80.0 > 59; exons: 1 < 2; all_canonical: nan
PB.30427.1	incomplete-splice_match	subcategory: mono-exon; FSM_class: C; all_canonical: nan
PB.30430.2	incomplete-splice_match	FSM_class: C; subcategory: 3prime_fragment
PB.30431.2	full-splice_match	diff_to_gene_TSS: -11.0 < 0
PB.30432.1	novel_not_in_catalog	perc_A_downstream_TTS: 60.0 > 59
PB.30433.1	full-splice_match	diff_to_gene_TSS: -2135.0 < 0; perc_A_downstream_TTS: 90.0 > 59
PB.30434.1	novel_not_in_catalog	all_canonical: non_canonical
PB.30437.1	intergenic	coding: non_coding; exons: 1 < 2; all_canonical: nan
PB.30438.1	novel_in_catalog	diff_to_gene_TSS: -117301.0 < -50
PB.30440.1	incomplete-splice_match	length: 1996 < 2001; FSM_class: C; subcategory: 3prime_fragment
PB.30442.1	novel_not_in_catalog	all_canonical: non_canonical
