/home/pabloati/miniforge3/envs/sqanti3/bin/psauron -i /media/pabloati/HDD1/pablo/sqanti/courses-SQANTI_verse/results/03_QC_with_orthogonal/TD2/longest_orfs.cds -o /media/pabloati/HDD1/pablo/sqanti/courses-SQANTI_verse/results/03_QC_with_orthogonal/TD2/psauron_score.csv -m 0 --inframe 0.5 -s
psauron score: 63.1
description,psauron_is_protein,in-frame_score
transcript118.p2,True,0.98825
transcript126.p1,True,0.99717
transcript126.p2,True,0.99784
transcript128.p1,False,0.00875
transcript128.p2,True,0.99603
transcript132.p1,False,0.41613
transcript135.p1,False,0.03185
transcript135.p2,True,0.9969
transcript135.p3,False,0.00057
transcript135.p4,False,3e-05
transcript135.p5,False,0.01619
transcript141.p1,True,0.99686
transcript141.p2,False,0.00057
transcript141.p3,False,3e-05
transcript141.p4,False,0.01619
transcript148.p1,False,0.03304
transcript148.p2,False,0.33127
transcript148.p3,False,0.33743
transcript152.p1,True,0.99947
transcript152.p2,False,0.00299
transcript156.p1,True,0.99904
transcript156.p2,False,0.00725
transcript158.p1,True,0.99904
transcript158.p2,False,0.00725
transcript162.p1,True,0.99969
transcript162.p2,True,0.99976
transcript162.p3,False,0.00796
transcript162.p4,False,0.00646
transcript162.p5,False,0.02577
transcript164.p1,False,0.41319
transcript164.p2,False,0.1827
transcript166.p1,True,0.99736
transcript170.p1,True,0.72097
transcript170.p2,True,0.69147
transcript170.p3,False,0.05429
transcript170.p4,False,0.04113
transcript175.p1,True,0.99818
transcript175.p2,True,0.99827
transcript175.p3,False,0.00039
transcript175.p4,False,0.00032
transcript179.p1,True,0.99932
transcript179.p2,True,0.99959
transcript179.p3,False,0.00081
transcript182.p1,False,0.00062
transcript182.p2,True,0.99961
transcript185.p1,False,0.00108
transcript185.p2,False,0.03473
transcript185.p3,True,0.74761
transcript185.p4,True,0.80407
transcript187.p1,True,0.99915
transcript187.p2,False,0.16657
transcript191.p1,True,0.99994
transcript194.p1,True,0.9979
transcript194.p2,False,1e-05
transcript194.p3,False,0.00026
transcript196.p1,True,0.99711
transcript196.p2,True,0.9979
transcript196.p3,False,1e-05
transcript196.p4,False,0.00026
transcript199.p1,True,0.99887
transcript199.p2,True,0.99887
transcript199.p3,False,0.0013
transcript204.p1,True,0.99129
transcript202.p1,True,0.99878
transcript208.p1,True,0.99937
transcript208.p2,True,0.99946
transcript212.p1,True,0.99952
transcript212.p2,True,0.99962
transcript212.p3,False,0.00117
transcript215.p1,True,0.99708
transcript215.p2,True,0.99763
transcript215.p3,False,0.0001
transcript218.p1,True,0.98933
transcript221.p1,True,0.99998
transcript221.p2,True,0.99999
transcript223.p1,False,0.00304
transcript223.p2,True,0.9996
transcript228.p1,False,0.0001
transcript228.p2,True,0.99988
transcript232.p1,True,0.89455
transcript236.p1,True,0.98917
transcript236.p2,True,0.98933
transcript234.p1,True,0.98912
transcript234.p2,True,0.98837
transcript238.p1,True,0.99253
transcript238.p2,True,0.99193
transcript242.p1,True,0.97098
transcript242.p2,True,0.98459
transcript242.p3,False,0.00477
transcript242.p4,False,0.00023
transcript242.p5,False,0.00765
transcript249.p1,False,0.02351
transcript249.p2,True,0.97812
transcript258.p1,True,0.96393
transcript256.p1,True,0.95785
transcript264.p1,True,0.98827
transcript264.p2,True,0.9873
transcript264.p3,False,0.0031
transcript262.p1,True,0.98833
transcript262.p2,True,0.98733
transcript262.p3,False,0.0031
transcript270.p1,True,0.95041
transcript278.p1,True,0.99036
transcript283.p1,True,0.9994
transcript283.p2,False,0.04583
transcript286.p1,False,0.23054
transcript286.p2,False,0.3224
transcript289.p1,False,0.00137
transcript289.p2,False,0.07814
transcript289.p3,True,0.98449
transcript293.p1,True,0.99831
transcript295.p1,True,0.9636
transcript297.p1,False,0.04242
transcript297.p2,True,0.90565
transcript297.p3,True,0.9636
transcript299.p1,True,0.98421
transcript301.p1,True,0.99171
transcript301.p2,False,0.00012
transcript303.p1,True,0.99174
transcript303.p2,False,0.00012
transcript305.p1,True,0.9999
transcript307.p1,True,0.98481
transcript307.p2,True,0.99166
transcript307.p3,False,0.02721
transcript309.p1,False,0.02721
transcript309.p2,True,0.98762
transcript309.p3,True,0.99166
transcript311.p1,False,0.01573
transcript311.p2,True,0.85177
transcript311.p3,True,0.86734
transcript314.p1,True,0.99949
transcript314.p2,False,9e-05
transcript314.p3,False,0.01612
transcript316.p1,True,0.99954
transcript316.p2,False,0.00216
transcript316.p3,False,0.01612
transcript318.p1,True,0.9902
transcript318.p2,False,0.07256
transcript318.p3,False,0.24582
transcript322.p1,False,0.02701
transcript322.p2,True,0.99945
transcript326.p1,True,0.98049
transcript331.p1,True,0.98107
transcript334.p1,True,0.94208
transcript334.p2,True,0.93241
transcript334.p3,False,0.00084
transcript339.p1,True,0.71161
transcript339.p2,True,0.99884
transcript341.p1,True,0.999
transcript357.p1,False,0.02057
transcript357.p2,False,0.00623
transcript357.p3,False,0.00107
transcript357.p4,False,0.2384
transcript357.p5,True,0.93206
transcript357.p6,False,0.00427
transcript353.p1,False,0.00107
transcript353.p2,True,0.95683
transcript376.p1,True,0.98872
transcript376.p2,True,0.98818
transcript383.p1,True,0.99362
transcript388.p1,True,0.97262
transcript380.p1,True,0.95411
transcript380.p2,True,0.93994
transcript380.p3,False,0.00067
transcript380.p4,False,0.05573
transcript393.p1,False,0.08131
transcript393.p2,True,0.97824
transcript396.p1,False,0.14927
transcript396.p2,True,0.99596
transcript398.p1,False,0.01183
transcript398.p2,True,0.99678
transcript398.p3,True,0.99503
transcript400.p1,True,0.99767
transcript405.p1,True,0.99631
transcript405.p2,True,0.99714
transcript408.p1,True,0.95966
transcript410.p1,False,0.27134
transcript413.p1,True,0.99984
transcript413.p2,False,0.03444
transcript415.p1,True,0.99812
transcript415.p2,False,0.00236
transcript415.p3,False,0.00016
transcript418.p1,True,0.99956
transcript418.p2,True,0.99949
transcript420.p1,False,0.07948
transcript426.p1,True,0.98805
transcript426.p2,True,0.76604
transcript423.p1,False,0.00335
transcript423.p2,True,0.99814
transcript429.p1,True,0.99709
transcript436.p1,False,0.04575
transcript436.p2,True,0.99612
transcript436.p3,True,0.99897
transcript438.p1,True,0.99899
transcript440.p1,True,0.99985
transcript444.p1,True,0.9178
transcript449.p1,True,0.88698
transcript447.p1,True,0.89931
transcript447.p2,True,0.90154
transcript459.p1,True,0.88546
transcript473.p1,True,0.87789
transcript475.p1,True,0.85203
transcript496.p1,True,0.88034
transcript508.p1,True,0.79665
transcript510.p1,True,0.83224
transcript517.p1,True,0.95464
transcript517.p2,False,0.3503
transcript517.p3,False,0.00096
transcript524.p1,True,0.97145
transcript536.p1,True,0.9942
transcript532.p1,True,0.99425
transcript539.p1,True,0.98313
transcript539.p2,True,0.98466
transcript542.p1,True,0.99847
transcript542.p2,False,0.00159
transcript545.p1,False,0.00159
transcript545.p2,True,0.90378
transcript545.p3,True,0.99847
transcript548.p1,True,0.91652
transcript548.p2,True,0.91485
transcript552.p1,True,0.99488
transcript552.p2,True,0.99651
transcript552.p3,False,0.11386
transcript561.p1,True,0.99634
transcript556.p1,True,0.99634
transcript558.p1,True,0.99634
transcript563.p1,False,0.03192
transcript563.p2,True,0.95026
transcript566.p1,True,0.95313
transcript566.p2,True,0.96488
transcript569.p1,True,0.99966
transcript569.p2,True,0.99973
transcript571.p1,True,0.99973
transcript574.p1,True,0.75427
transcript574.p2,True,0.75198
transcript576.p1,True,0.75427
transcript576.p2,True,0.75198
transcript578.p1,True,0.88798
transcript582.p1,False,0.00011
transcript582.p2,False,0.0519
transcript582.p3,True,0.98704
transcript582.p4,True,0.98727
transcript580.p1,False,0.00974
transcript580.p2,False,0.00011
transcript580.p3,False,0.0519
transcript580.p4,True,0.98793
transcript580.p5,True,0.98815
transcript584.p1,True,0.99338
transcript584.p2,True,0.99238
transcript584.p3,False,0.00344
transcript586.p1,True,0.867
transcript586.p2,True,0.70491
transcript586.p3,False,0.48294
transcript589.p1,True,0.96579
transcript589.p2,True,0.62751
transcript589.p3,False,0.12664
transcript591.p1,False,0.01026
transcript591.p2,True,0.90984
transcript594.p1,True,0.94437
transcript596.p1,True,0.99661
transcript596.p2,False,0.00706
transcript596.p3,False,0.00023
transcript600.p1,True,0.99846
transcript602.p1,True,0.99856
transcript602.p2,True,0.9986
transcript605.p1,True,0.99777
transcript605.p2,True,0.99921
transcript608.p1,True,0.99482
transcript611.p1,True,0.99856
transcript611.p2,False,0.00118
transcript613.p1,True,0.99886
transcript613.p2,True,0.99938
transcript613.p3,False,0.00118
transcript615.p1,False,0.00118
transcript617.p1,False,0.02293
transcript617.p2,False,0.01381
transcript617.p3,True,0.75902
transcript625.p1,True,0.8908
transcript627.p1,True,0.90166
transcript627.p2,True,0.91834
transcript621.p1,True,0.87981
transcript631.p1,False,0.12295
transcript631.p2,True,0.79147
transcript631.p3,False,0.21854
transcript631.p4,False,0.00012
transcript633.p1,True,0.56219
transcript633.p2,False,0.21854
transcript633.p3,False,0.00012
transcript636.p1,True,0.66852
transcript636.p2,False,0.21854
transcript636.p3,False,0.00012
transcript638.p1,True,0.99961
transcript650.p1,True,0.92133
transcript650.p2,True,0.99851
transcript642.p1,False,0.09192
transcript642.p2,True,0.99789
transcript642.p3,True,0.99712
transcript668.p1,False,0.03719
transcript668.p2,True,0.99807
transcript670.p1,False,0.03719
transcript670.p2,True,0.99807
transcript670.p3,False,0.39295
transcript673.p1,False,0.03719
transcript673.p2,True,0.99807
transcript673.p3,False,0.39295
transcript664.p1,True,0.96525
transcript660.p1,True,0.96525
transcript675.p1,True,0.99094
transcript678.p1,True,0.97706
transcript678.p2,False,0.0788
transcript678.p3,False,0.07063
transcript678.p4,False,0.04145
transcript680.p1,True,0.99903
transcript680.p2,False,0.04242
transcript682.p1,True,0.99903
transcript682.p2,False,0.04242
transcript686.p1,True,0.84338
transcript686.p2,False,0.00838
transcript689.p1,True,0.99468
transcript689.p2,False,0.04146
transcript692.p1,True,0.99812
transcript692.p2,False,0.00788
transcript692.p3,False,0.19566
transcript694.p1,True,0.99879
transcript694.p2,False,0.00788
transcript694.p3,False,0.19566
transcript698.p1,True,0.99433
transcript698.p2,True,0.83854
transcript698.p3,True,0.84199
transcript701.p1,True,0.90903
transcript708.p1,True,0.9834
transcript706.p1,True,0.99991
transcript712.p1,True,0.98802
transcript712.p2,True,0.98783
transcript715.p1,True,0.96834
transcript715.p2,False,0.18716
transcript715.p3,False,0.00074
transcript717.p1,True,0.96834
transcript717.p2,False,0.18716
transcript717.p3,False,0.00074
transcript721.p1,True,0.98861
transcript732.p1,True,0.97818
transcript727.p1,True,0.97818
transcript751.p1,True,0.97152
transcript771.p1,True,0.99911
transcript767.p1,True,0.99734
transcript769.p1,True,0.99716
transcript769.p2,True,0.99751
transcript774.p1,True,0.9923
transcript778.p1,False,0.01098
transcript778.p2,True,0.99834
transcript778.p3,False,0.00368
transcript808.p1,True,0.99752
transcript806.p1,True,0.99752
transcript789.p1,True,0.99752
transcript814.p1,False,0.11603
transcript814.p2,True,0.99993
transcript817.p1,False,0.32502
transcript817.p2,False,0.14266
transcript817.p3,True,0.97721
transcript817.p4,True,0.98998
transcript823.p1,True,0.99934
transcript823.p2,True,0.99972
transcript831.p1,True,0.9985
transcript835.p1,True,0.98022
transcript835.p2,True,0.9823
transcript835.p3,False,0.00496
transcript839.p1,False,0.01264
transcript839.p2,False,0.27447
transcript839.p3,True,0.57278
transcript841.p1,True,0.9433
transcript841.p2,True,0.94212
transcript841.p3,False,0.48522
transcript841.p4,True,0.97211
transcript844.p1,True,0.9998
transcript844.p2,True,0.99983
transcript847.p1,True,0.99629
transcript847.p2,True,0.9963
transcript853.p1,False,0.0064
transcript853.p2,True,0.79755
transcript855.p1,False,0.0064
transcript855.p2,True,0.99986
transcript850.p1,False,0.0064
transcript850.p2,True,0.99976
transcript858.p1,True,0.998
transcript858.p2,True,0.99878
transcript858.p3,False,0.08215
transcript858.p4,False,0.01005
transcript862.p1,True,0.99817
transcript862.p2,False,0.02405
transcript860.p1,True,0.99982
transcript860.p2,False,0.02405
transcript866.p1,True,0.96509
transcript866.p2,True,0.98497
transcript868.p1,False,0.01204
transcript868.p2,False,0.00444
transcript868.p3,False,0.04928
transcript868.p4,True,0.98471
transcript870.p1,True,0.98471
transcript870.p2,False,0.01204
transcript870.p3,False,0.00444
transcript870.p4,False,0.0299
transcript870.p5,False,0.06056
transcript880.p1,True,0.99937
transcript884.p1,True,0.99745
transcript884.p2,True,0.99756
transcript882.p1,True,0.99701
transcript882.p2,True,0.99733
transcript882.p3,False,0.00474
transcript890.p1,True,0.92482
transcript890.p2,True,0.91891
transcript894.p1,True,0.99762
transcript894.p2,True,0.99943
transcript896.p1,True,0.99489
transcript898.p1,False,0.00275
transcript898.p2,False,0.05156
transcript898.p3,True,0.99992
transcript902.p1,True,0.99868
transcript902.p2,False,0.00449
transcript908.p1,True,0.99602
transcript908.p2,False,0.00018
transcript912.p1,True,0.68675
transcript912.p2,False,0.18941
transcript912.p3,False,0.15046
transcript912.p4,True,0.99774
transcript919.p1,True,0.99993
transcript919.p2,True,0.68675
transcript919.p3,False,0.15046
transcript926.p1,True,0.99997
transcript926.p2,True,0.68675
transcript926.p3,False,0.15046
transcript917.p1,True,0.99992
transcript917.p2,True,0.68675
transcript917.p3,False,0.15046
transcript922.p1,True,0.99996
transcript922.p2,True,0.68675
transcript922.p3,False,0.15046
transcript924.p1,True,0.68675
transcript924.p2,False,0.15046
transcript924.p3,True,0.99993
transcript929.p1,False,0.15046
transcript929.p2,True,0.99996
transcript929.p3,True,0.68675
transcript935.p1,True,0.99804
transcript937.p1,False,0.02126
transcript937.p2,True,0.99804
transcript937.p3,False,0.02062
transcript937.p4,False,0.01744
transcript939.p1,False,0.00998
transcript939.p2,True,0.99792
transcript943.p1,False,0.00998
transcript943.p2,True,0.99804
transcript947.p1,True,0.99873
transcript947.p2,True,0.99877
transcript951.p1,True,0.98708
transcript951.p2,False,0.01215
transcript951.p3,False,0.03173
transcript951.p4,False,0.22575
transcript951.p5,False,0.00081
transcript951.p6,True,0.66792
transcript954.p1,True,0.99742
transcript957.p1,True,0.96328
transcript972.p1,True,0.99677
transcript974.p1,True,0.99879
transcript964.p1,True,0.99692
transcript960.p1,True,0.99692
transcript966.p1,True,0.99617
transcript962.p1,True,0.99563
transcript968.p1,True,0.99563
transcript970.p1,True,0.99668
transcript970.p2,True,0.52999
transcript976.p1,False,0.0039
transcript976.p2,False,0.00818
transcript976.p3,False,0.00802
transcript976.p4,True,0.99981
transcript978.p1,True,0.99568
transcript982.p1,False,0.24557
transcript982.p2,False,0.33772
transcript984.p1,True,0.98193
transcript984.p2,True,0.99781
transcript990.p1,False,0.00013
transcript990.p2,False,0.02238
transcript990.p3,False,0.01544
transcript990.p4,True,0.99437
transcript990.p5,True,0.99492
transcript996.p1,True,0.99698
transcript998.p1,True,0.99252
transcript1000.p1,True,0.9952
transcript1006.p1,True,0.99847
transcript1012.p1,False,0.00272
transcript1012.p2,False,0.0675
transcript1012.p3,True,0.99936
transcript1012.p4,False,0.00165
transcript1014.p1,False,0.00934
transcript1014.p2,False,0.0089
transcript1014.p3,True,0.99577
transcript1016.p1,False,0.00934
transcript1016.p2,True,0.99577
transcript1016.p3,False,0.0089
transcript1034.p1,True,0.9835
transcript1022.p1,True,0.9835
transcript1032.p1,True,0.9835
transcript1029.p1,True,0.9835
transcript1020.p1,False,0.04464
transcript1020.p2,False,0.06522
transcript1020.p3,True,0.9835
transcript1025.p1,False,0.04092
transcript1025.p2,False,0.03589
transcript1025.p3,True,0.9835
transcript1025.p4,False,0.02445
transcript1025.p5,False,0.04464
transcript1027.p1,True,0.9835
transcript1039.p1,False,0.17634
transcript1039.p2,False,0.02481
transcript1039.p3,True,0.97993
transcript1039.p4,True,0.99401
transcript1039.p5,True,0.99603
transcript1041.p1,False,0.02481
transcript1041.p2,True,0.99032
transcript1041.p3,True,0.99277
transcript1046.p1,False,0.00168
transcript1046.p2,True,0.99114
transcript1048.p1,True,0.99102
transcript1058.p1,True,0.99769
transcript1058.p2,True,0.99769
transcript1056.p1,True,0.99773
transcript1056.p2,True,0.99769
transcript1060.p1,True,0.99769
transcript1068.p1,True,0.99818
transcript1064.p1,True,0.99818
transcript1083.p1,True,0.99842
transcript1087.p1,True,0.99969
transcript1089.p1,True,0.99839
transcript1089.p2,True,0.99848
transcript1094.p1,True,0.98295
transcript1094.p2,False,0.07275
transcript1096.p1,True,0.99942
transcript1098.p1,True,0.99942
transcript1100.p1,True,0.99946
transcript1100.p2,True,0.99951
transcript1100.p3,False,0.00115
transcript1103.p1,True,0.99721
transcript1105.p1,True,0.99712
transcript1107.p1,True,0.99719
transcript1107.p2,True,0.9969
transcript1113.p1,True,0.9925
transcript1124.p1,True,0.9925
transcript1130.p1,True,0.99805
transcript1137.p1,True,0.99446
transcript1137.p2,True,0.99454
transcript1142.p1,False,0.30828
transcript1142.p2,True,0.99784
transcript1142.p3,False,0.03734
transcript1144.p1,True,0.99784
transcript1147.p1,True,0.99877
transcript1149.p1,True,0.98715
transcript1157.p1,True,0.99791
transcript1157.p2,False,0.00172
transcript1152.p1,True,0.99028
transcript1152.p2,False,0.04173
transcript1152.p3,False,0.00172
transcript1152.p4,False,0.05928
transcript1155.p1,True,0.99791
transcript1155.p2,False,0.00172
transcript1165.p1,True,0.99897
transcript1160.p1,True,0.99841
transcript1163.p1,True,0.96534
transcript1163.p2,False,0.07336
transcript1170.p1,False,0.00252
transcript1170.p2,False,0.15275
transcript1170.p3,False,0.10079
transcript1175.p1,True,0.99627
transcript1172.p1,True,0.99627
transcript1177.p1,True,0.99573
transcript1177.p2,True,0.99597
transcript1184.p1,True,0.98973
transcript1184.p2,True,0.98721
transcript1186.p1,True,0.98389
transcript1186.p2,True,0.98868
transcript1190.p1,True,0.99371
transcript1190.p2,True,0.99356
transcript1190.p3,False,0.00348
transcript1196.p1,True,0.77798
transcript1199.p1,False,0.00099
transcript1199.p2,False,0.05149
transcript1199.p3,True,0.98539
transcript1199.p4,True,0.98781
transcript1203.p1,True,0.99711
transcript1205.p1,True,0.94507
transcript1205.p2,True,0.90152
transcript1223.p1,True,0.69962
transcript1223.p2,True,0.74342
transcript1229.p1,False,0.061
transcript1229.p2,True,0.99404
transcript1229.p3,True,0.99331
transcript1231.p1,True,0.90667
transcript1234.p1,True,0.98556
transcript1239.p1,False,0.00925
transcript1239.p2,True,0.99843
transcript1242.p1,False,0.42545
transcript1242.p2,True,0.9991
transcript1242.p3,False,0.02703
transcript1244.p1,True,0.99847
transcript1244.p2,True,0.99903
transcript1244.p3,False,0.02703
transcript1246.p1,True,0.5929
transcript1246.p2,True,0.99681
transcript1246.p3,False,0.00128
transcript1248.p1,False,0.16693
transcript1250.p1,True,0.99715
transcript1256.p1,True,0.99715
transcript1256.p2,True,0.99954
transcript1256.p3,True,0.58998
transcript1269.p1,True,0.96831
transcript1273.p1,True,0.94008
transcript1263.p1,False,0.00079
transcript1263.p2,True,0.95279
transcript1263.p3,True,0.95328
transcript1281.p1,True,0.99274
transcript1281.p2,False,0.00159
transcript1281.p3,False,0.01714
transcript1285.p1,False,0.00247
transcript1285.p2,True,0.99652
transcript1294.p1,True,0.77509
transcript1294.p2,True,0.80256
transcript1294.p3,True,0.97382
transcript1303.p1,False,0.00681
transcript1303.p2,True,0.98865
transcript1303.p3,True,0.99607
transcript1303.p4,True,0.99653
transcript1301.p1,True,0.99383
transcript1306.p1,True,0.98158
transcript1306.p2,False,0.0016
transcript1306.p3,False,4e-05
transcript1310.p1,False,0.01251
transcript1310.p2,True,0.99235
transcript1312.p1,False,0.0918
transcript1312.p2,True,0.98323
transcript1312.p3,False,0.00068
transcript1312.p4,False,0.00056
transcript1314.p1,True,0.98555
transcript1314.p2,True,0.99194
transcript1316.p1,True,0.9817
transcript1316.p2,True,0.99018
transcript1320.p1,True,0.98752
transcript1330.p1,True,0.99907
transcript1326.p1,True,0.99543
transcript1343.p1,True,0.99982
transcript1343.p2,True,0.79802
transcript1341.p1,True,0.99982
transcript1341.p2,True,0.79802
transcript1334.p1,True,0.99913
transcript1334.p2,True,0.99948
transcript1334.p3,True,0.79802
transcript1338.p1,True,0.99948
transcript1338.p2,True,0.79802
transcript1336.p1,True,0.99933
transcript1336.p2,True,0.99948
transcript1336.p3,True,0.79802
transcript1336.p4,False,0.03202
transcript1347.p1,True,0.98984
transcript1358.p1,True,1.0
transcript1358.p2,True,1.0
transcript1360.p1,True,0.98645
transcript1360.p2,False,0.03177
transcript1362.p1,True,0.9774
transcript1364.p1,True,0.99977
transcript1366.p1,True,0.99983
transcript1368.p1,True,0.99157
transcript1368.p2,True,0.99148
transcript1368.p3,False,0.01519
transcript1371.p1,False,0.17469
transcript1377.p1,True,0.95762
transcript1377.p2,False,0.01348
transcript1377.p3,False,0.01372
transcript1379.p1,True,0.95762
transcript1379.p2,False,0.01348
transcript1379.p3,False,0.01372
transcript1381.p1,True,0.99935
transcript1381.p2,True,0.99942
transcript1383.p1,False,0.04096
transcript1383.p2,True,0.98099
transcript1387.p1,False,0.00106
transcript1387.p2,False,0.00128
transcript1387.p3,True,0.99527
transcript1387.p4,False,0.06357
transcript1391.p1,False,0.0476
transcript1391.p2,False,0.01096
transcript1391.p3,True,0.95792
transcript1396.p1,False,0.43785
transcript1396.p2,False,0.01042
transcript1396.p3,True,0.99478
transcript1396.p4,True,0.99564
transcript1394.p1,True,0.99426
transcript1394.p2,True,0.99477
transcript1400.p1,True,0.99641
transcript1400.p2,True,0.99667
transcript1402.p1,True,0.99543
transcript1402.p2,False,0.00013
transcript1405.p1,True,0.99858
transcript1405.p2,False,0.00174
transcript1407.p1,True,0.9906
transcript1412.p1,True,0.99598
transcript1410.p1,True,0.99813
transcript1415.p1,True,0.99909
transcript1415.p2,True,0.99994
transcript1415.p3,False,0.00014
transcript1417.p1,True,0.99001
transcript1424.p1,True,0.99988
transcript1424.p2,True,0.99989
transcript1424.p3,False,0.01524
transcript1424.p4,False,0.0168
transcript1426.p1,True,0.98613
transcript1436.p1,False,0.46939
transcript1436.p2,False,0.04778
transcript1431.p1,False,0.01216
transcript1431.p2,False,0.05291
transcript1431.p3,True,0.99053
transcript1447.p1,False,0.01601
transcript1447.p2,True,0.99833
transcript1449.p1,False,6e-05
transcript1449.p2,False,0.48932
transcript1451.p1,True,0.99846
transcript1451.p2,True,0.99832
transcript1457.p1,True,0.98911
transcript1454.p1,True,0.99025
transcript1462.p1,True,0.99985
transcript1473.p1,True,0.97119
transcript1473.p2,True,0.98368
transcript1473.p3,False,0.42555
transcript1475.p1,True,0.99546
transcript1475.p2,False,0.42555
transcript1475.p3,False,0.34181
transcript1475.p4,False,0.47569
transcript1480.p1,True,0.97997
transcript1480.p2,True,0.98989
transcript1480.p3,False,0.42555
transcript1468.p1,True,0.97761
transcript1468.p2,True,0.71176
transcript1468.p3,False,0.42555
transcript1477.p1,True,0.98594
transcript1477.p2,True,0.71176
transcript1477.p3,False,0.42555
transcript1482.p1,True,0.99715
transcript1482.p2,True,0.99572
transcript1486.p1,False,0.01058
transcript1486.p2,True,0.99796
transcript1490.p1,True,0.99846
transcript1490.p2,False,0.01058
transcript1496.p1,True,0.98975
transcript1494.p1,True,0.98779
transcript1499.p1,True,0.99767
transcript1499.p2,True,0.99762
transcript1499.p3,True,0.9593
transcript1501.p1,True,0.99773
transcript1501.p2,True,0.9593
transcript1504.p1,False,0.00761
transcript1504.p2,False,0.16973
transcript1504.p3,True,0.94373
transcript1508.p1,True,0.99478
transcript1508.p2,True,0.99564
transcript1520.p1,False,0.00034
transcript1520.p2,True,0.99977
transcript1520.p3,True,0.99986
transcript1522.p1,True,0.99949
transcript1522.p2,True,0.99967
transcript1524.p1,False,4e-05
transcript1524.p2,False,0.32172
transcript1524.p3,False,0.07793
transcript1524.p4,False,0.0347
transcript1524.p5,True,0.96674
transcript1524.p6,False,0.01129
transcript1536.p1,True,0.99746
transcript1536.p2,False,0.00189
transcript1538.p1,True,0.99746
transcript1538.p2,False,0.00189
transcript1530.p1,True,0.99737
transcript1530.p2,True,0.99748
transcript1530.p3,False,0.00189
transcript1545.p1,True,0.67214
transcript1545.p2,True,0.99704
transcript1547.p1,True,0.99704
transcript1547.p2,True,0.53316
transcript1555.p1,True,0.99668
transcript1549.p1,True,0.99704
transcript1551.p1,True,0.99753
transcript1551.p2,True,0.99738
transcript1543.p1,True,0.99704
transcript1558.p1,True,0.99958
transcript1558.p2,False,0.28732
transcript1560.p1,True,0.99525
transcript1560.p2,True,0.99869
transcript1560.p3,False,0.28732
transcript1564.p1,False,0.28732
transcript1567.p1,True,0.99983
transcript1567.p2,True,0.99979
transcript1571.p1,True,0.99926
transcript1571.p2,True,0.99942
transcript1577.p1,True,0.9989
transcript1581.p1,True,0.99212
